Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641001487,"RUA ENGENHEIRO ALBERTO SA, 246",S/N,,NOVA ALDEOTA,60175-395,GASOLINA,2025-12-29,6.3,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641003188,RUA PERO COELHO,271,,CENTRO,60140-100,GASOLINA,2025-12-29,6.29,,R$ / litro,VIBRA
NE,CE,FORTALEZA,IGUATEMI DERIVADOS DE PETROLEO LTDA,7304199000190,AVENIDA SANTOS DUMONT,5259,,ALDEOTA,60150-161,GASOLINA,2025-12-29,6.09,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641000324,AVENIDA SANTOS DUMONT,2035,0,ALDEOTA,60000-000,GASOLINA,2025-12-29,6.29,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641000405,RUA COSTA BARROS,1515,0,ALDEOTA,60000-000,GASOLINA,2025-12-29,6.29,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641000839,RUA FRANCISCO MATTOS,255,,PAPICU,60176-130,GASOLINA,2025-12-29,6.29,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641003269,RUA CORONEL ERNESTO MATOS,582,,MESSEJANA,60841-810,GASOLINA,2025-12-29,6.12,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641002882,RUA ISRAEL BEZERRA,1155,0,DIONISIO TORRES,60135-460,GASOLINA,2025-12-29,6.29,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOUSA PETROLEO E SERVICOS LTDA,7041551000142,AVENIDA WASHINGTON SOARES,5501,,JOSE DE ALENCAR,60830-005,GASOLINA,2025-12-29,6.09,,R$ / litro,VIBRA
NE,CE,FORTALEZA,SOUZA COMÃRCIO DE PETRÃLEO E SERVIÃOS LTDA,4078953000123,AVENIDA PONTES VIEIRA,2250,0,DIONISIO TORRES,60130-240,GASOLINA,2025-12-29,6.09,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,J C COMERCIO DE COMBUSTIVEL LTDA,23570062000134,AVENIDA ANTONIO JUSTA,2400,0,MEIRELES,60160-090,GASOLINA,2025-12-29,6.09,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,5352158000306,AVENIDA ALBERTO CRAVEIRO,494,,CASTELAO,60860-000,GASOLINA,2025-12-29,6.09,,R$ / litro,VIBRA
NE,CE,FORTALEZA,MILLENNIUM PETROLEO LTDA,3524403000128,AVENIDA DEPUTADO PAULINO ROCHA,3003,,CASTELAO,60864-310,GASOLINA,2025-12-29,6.29,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,DAMPETRO COMERCIO DE DERIVADOS DE PETROLEO LTDA,2486455000194,AVENIDA BARAO DE STUDART,1050,,ALDEOTA,60120-001,GASOLINA,2025-12-29,6.09,,R$ / litro,IPIRANGA
NE,CE,LIMOEIRO DO NORTE,COMERCIAL DE PETROLEO SAO MATHEUS LTDA.,7356644000166,AVENIDA DOM AURELIANO MATOS,1472,,CENTRO,62930-000,GASOLINA,2025-12-29,6.39,,R$ / litro,BRANCA
NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA,2696818000973,AVENIDA   ALBERTO CRAVEIRO,3559,,PASSARE,60860-000,GASOLINA,2025-12-29,6.09,,R$ / litro,SP
NE,CE,FORTALEZA,J P COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,8286434000292,RUA DOUTOR PERGENTINO MAIA,808,,MESSEJANA,60840-045,GASOLINA,2025-12-29,6.09,,R$ / litro,RAIZEN
NE,CE,QUIXADA,JOAO PAULO DE MENEZES FURTADO,7148072000120,AVENIDA PRESIDENTE VARGAS,360,,PUTIU,63900-000,GASOLINA,2025-12-29,5.69,,R$ / litro,ALE
NE,CE,FORTALEZA,DISTRIBUIDORA DE PETROLEO NOTA DEZ LTDA,9434042000105,AVENIDA PADRE ANTONIO TOMAS,3600,,PAPICU,60140-160,GASOLINA,2025-12-29,6.09,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,SL COMERCIAL DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA,10704108000119,AVENIDA VISCONDE DO RIO BRANCO,5922,,AEROLANDIA,60055-172,GASOLINA,2025-12-29,6.09,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,PAPAGAIO COMERCIO DE DERIVADOS DE PETROLEO LTDA,11535248000173,AVENIDA PONTES VIEIRA,1700,,TAUAPE,60130-241,GASOLINA,2025-12-29,6.09,,R$ / litro,VIBRA
NE,CE,ITAPIPOCA,EMPRESA DE COMBUSTIVEL SAO CRISTOVAO II LTDA,10862658000166,RUA VICENTE SIEBRA,1747,,COQUEIRO,62500-000,GASOLINA,2025-12-29,6.65,,R$ / litro,SP
NE,CE,FORTALEZA,MONTEZUMA COMERCIO E SERVICOS DE PETROLEO LTDA,8394192000170,AVENIDA ESTRADA BARAO DE AQUIRAZ,2530,,COACU,60871-684,GASOLINA,2025-12-29,6.13,,R$ / litro,IPIRANGA
NE,CE,LIMOEIRO DO NORTE,SAO MATHEUS COMERCIAL DE GAS LTDA,10404912000425,RUA DOS EXPEDICIONARIOS,3714,,BOA FE,62930-000,GASOLINA,2025-12-29,5.99,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,AMORA E VASCONCELOS COMERCIO DE COMBUSTIVEIS LTDA,7624321000459,RUA SABINO ROBERTO,3537,,CENTRO,62930-000,GASOLINA,2025-12-29,5.99,,R$ / litro,BRANCA
NE,CE,FORTALEZA,DP3 COMERCIAL DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA,12473806000186,RUA DOUTOR JOAQUIM FROTA,1000,,JOSE DE ALENCAR,60830-132,GASOLINA,2025-12-29,6.08,,R$ / litro,BRANCA
NE,CE,FORTALEZA,PADRE PIO COMERCIO DE COMBUSTIVEIS LTDA,12317351000100,RUA DOUTOR  ALISIO MAMEDE,463,,VARJOTA,60175-310,GASOLINA,2025-12-29,6.09,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,CS COMERCIO DE DERIVADOS DE PETROLEO LTDA,17599872000110,AVENIDA AGUANAMBI,1579,,BAIRRO DE FATIMA,60055-401,GASOLINA,2025-12-29,6.09,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,MACK II  COMERCIO DE COMBUSTIVEIS LTDA,18314274000110,AVENIDA JUSCELINO KUBITSCHEK,4547,,PASSARE,60861-635,GASOLINA,2025-12-29,6.09,,R$ / litro,RAIZEN
NE,CE,QUIXADA,PIMENTEL & FREIRE COMERCIO DE COMBUSTIVEIS LTDA,19828928000197,AVENIDA JOSE CAPISTRANO FILHO,S/N,KM: 98;,COHAB,63905-630,GASOLINA,2025-12-29,5.69,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,VIA OESTE PRIME COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,20801484000185,RUA MANOEL LOPES BEZERRA,15,,LAGOA SECA,63040-100,GASOLINA,2025-12-29,6.18,,R$ / litro,BRANCA
NE,CE,FORTALEZA,ANJOS COMERCIO DE DERIVADOS DE PETROLEO LTDA,14496482000127,AVENIDA ALBERTO CRAVEIRO,1347,1365,BOA VISTA,60861-211,GASOLINA,2025-12-29,6.09,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,E & E COMERCIO DE DERIVADOS DE PETROLEO LTDA,14407652000150,AVENIDA WASHINGTON SOARES,9333,,GUAJERU,60843-285,GASOLINA,2025-12-29,6.13,,R$ / litro,VIBRA
NE,CE,FORTALEZA,SANTO ANTONIO COMERCIO DE COMBUSTIVEL E DERIVADOS DE PETROLEO LTDA,24113139000100,AVENIDA DOUTOR SILAS MUNGUBA,5555,,BOA VISTA,60861-063,GASOLINA,2025-12-29,6.09,,R$ / litro,SP
NE,CE,ITAPIPOCA,POSTO LUAR DO SERTAO V LTDA,18484953000138,RUA FRANCISCA FEITOSA,1425,,LADEIRA,62508-745,GASOLINA,2025-12-29,6.63,,R$ / litro,IPIRANGA
NE,CE,ITAPIPOCA,SAO PEDRO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA.,24873633000172,RUA MAJOR ANTONIO RODRIGUES TEIXEIRA,1390,,CRUZEIRO,62503-126,GASOLINA,2025-12-29,6.61,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,ACOPEL - AMERICO COMERCIO DE COMBUSTIVEIS LTDA,22762821000106,AVENIDA ROGACIANO LEITE,401,,PATRIOLINO RIBEIRO,60810-001,GASOLINA,2025-12-29,6.09,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,POSTO BRAGA CAMBEBA LTDA,10343353000148,AVENIDA MINISTRO JOSE AMERICO,1281,,PARQUE IRACEMA,60824-245,GASOLINA,2025-12-29,6.09,,R$ / litro,BRANCA
NE,CE,QUIXADA,YUDI PETROLEO LTDA,28375361000131,RUA BASILIO EMILIANO PINTO,S/N,,COMBATE,63903-415,GASOLINA,2025-12-29,5.9,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA,27590241000194,RUA CORONEL ALEXANDRINO,1750,,BROTOLNDIA,62930-000,GASOLINA,2025-12-29,6.39,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,SAO MATHEUS COMERCIAL DE GAS LTDA,10404912000506,RUA ANTONIO RIBEIRO DE CASTRO SILVA,1322,,BOM NOME,62930-000,GASOLINA,2025-12-29,6.19,,R$ / litro,BRANCA
NE,CE,ITAPIPOCA,LADEIRA COMERCIO DE COMBUSTIVEIS LTDA,29300254000107,RUA PRESIDENTE ROOSEVELT,173,,BOA VISTA,62500-000,GASOLINA,2025-12-29,6.63,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,AUTO POSTO NOVO TEMPO LTDA,27037354000167,RUA CLOVIS ALEXANDRINO,2006,,BROTOLANDIA,62930-000,GASOLINA,2025-12-29,6.39,,R$ / litro,IPIRANGA
NE,CE,JUAZEIRO DO NORTE,AUTO POSTO JUAZEIRO LTDA,31124460000155,AVENIDA AILTON GOMES DE ALENCAR,2950,LOTE  3 AO 7              LOTE  18 E 19             QUADRA1,LAGOA SECA,63040-602,GASOLINA,2025-12-29,6.19,,R$ / litro,RAIZEN
NE,CE,JUAZEIRO DO NORTE,RL PETROLEO LTDA,31946333000131,AVENIDA PRESIDENTE CASTELO BRANCO,2094,,TIRADENTES,63031-182,GASOLINA,2025-12-29,6.19,,R$ / litro,VIBRA
NE,CE,QUIXADA,MACK IX COMERCIO DE DERIVADOS DE PETROLEO LTDA,29589489000160,AVENIDA JUSCELINO KUBITSCHEK,1066B,,ALTO SAO FRANCISCO,63908-230,GASOLINA,2025-12-29,5.69,,R$ / litro,RAIZEN
NE,CE,QUIXADA,MACK X COMERCIO DE DERIVADOS DE PETROLEO LTDA,29590111000187,RUA JOSE DE QUEIROZ PESSOA,4493A,,CARRASCAL,63902-247,GASOLINA,2025-12-29,5.67,,R$ / litro,RAIZEN
NE,CE,QUIXADA,MACK XI COMERCIO DE DERIVADOS DE PETROLEO LTDA,29589547000156,AVENIDA JESUS MARIA JOSE,778,,CAMPO VELHO,63907-008,GASOLINA,2025-12-29,5.64,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641004664,AVENIDA DESEMBARGADOR MOREIRA,1621,1635,ALDEOTA,60170-001,GASOLINA,2025-12-29,6.29,,R$ / litro,VIBRA
NE,CE,LIMOEIRO DO NORTE,VERA LUCIA OLIVEIRA SILVA SANTIAGO EIRELI,30656266000158,RUA DR GASPAR DE OLIVEIRA,2585,,SANTA LUZIA,62930-000,GASOLINA,2025-12-29,6.09,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA,27590241000275,RUA CEL FRANCISCO REMIGIO,455,,CENTRO,62930-000,GASOLINA,2025-12-29,5.99,,R$ / litro,VIBRA
NE,CE,ITAPIPOCA,POSTO LUAR DO SERTAO VIII LTDA,22614944000191,RUA DOM AURELIANO MATOS,559,,CENTRO,62500-004,GASOLINA,2025-12-29,6.6,,R$ / litro,BRANCA
NE,CE,ITAPIPOCA,SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA.,1632155000294,AVENIDA MONSENHOR TABOSA,2771,,JULHO,62505-650,GASOLINA,2025-12-30,6.63,,R$ / litro,ALE
NE,CE,JUAZEIRO DO NORTE,TRIBUS COMERCIO DE COMBUSTVEIS LTDA.,4314770000240,AVENIDA PADRE CICERO,5211,,SAO JOSE,63041-140,GASOLINA,2025-12-30,6.19,,R$ / litro,BRANCA
NE,CE,SOBRAL,V.C.EMPREENDIMENTOS LTDA,3551935000154,AVENIDA MONSENHOR JOSE ALOISIO PINTO,80,LOJA  01,DOM EXPEDITO,62050-255,GASOLINA,2025-12-30,6.39,,R$ / litro,IPIRANGA
NE,CE,SOBRAL,POSTO PRINCESA DO NORTE LTDA,1914855000190,RUA MENINO DEUS,691,,CENTRO,62010-310,GASOLINA,2025-12-30,6.38,,R$ / litro,IPIRANGA
NE,CE,IGUATU,I. G. BEZERRA COMBUSTÃVEIS,9327257000127,AVENIDA MARECHAL CASTELO BRANCO,170,,VENEZA,63500-000,GASOLINA,2025-12-30,6.39,,R$ / litro,BRANCA
NE,CE,IGUATU,AUTO POSTO ICAVEL LTDA,5024942000123,AVENIDA CARLOS ROBERTO COSTA,750,,AREIAS II,63508-120,GASOLINA,2025-12-30,6.45,,R$ / litro,BRANCA
NE,CE,IGUATU,A ALEXANDRE E COMPANHIA,7014764000428,RUA GUILHERME DE OLIVEIRA,65,,CENTRO,63500-005,GASOLINA,2025-12-30,6.39,,R$ / litro,VIBRA
NE,CE,IGUATU,A ALEXANDRE E COMPANHIA,7014764000509,RUA CRUZEIRO DO SUL,996,,ALTO DO JUCA,63500-005,GASOLINA,2025-12-30,6.47,,R$ / litro,VIBRA
NE,CE,IGUATU,AUTO POSTO ICAVEL LTDA,5024942000204,RUA DEOCLECIO LIMA VERDE,37,,AREIAS,63500-005,GASOLINA,2025-12-30,6.45,,R$ / litro,BRANCA
NE,CE,CRATEUS,ALBERI G. DE ARAUJO,9443646000118,RUA JOSE SABOIA LIVREIRO,1410,,ALTAMIRA,63704-155,GASOLINA,2025-12-30,6.18,,R$ / litro,SP
NE,CE,IGUATU,COMERCIAL DE DERIVADOS DE PETROLEO ANTUNES ROLIM LTDA,12350931000107,AVENIDA JOAQUIM AILTON ALEXANDRE,605,,ALTO DO JUCA,63500-005,GASOLINA,2025-12-30,6.38,,R$ / litro,BRANCA
NE,CE,IGUATU,AIRTON PALACIO DE SOUZA JUNIOR,13408058000110,RUA DR JOSE HOLANDA MONTENEGRO,21,,CENTRO,63500-005,GASOLINA,2025-12-30,6.39,,R$ / litro,SP
NE,CE,IGUATU,AIRTON PALACIO DE SOUZA JUNIOR,13408058000200,RUA DOUTOR JOAO PESSOA,832,,CENTRO,63500-023,GASOLINA,2025-12-30,6.39,,R$ / litro,SP
NE,CE,ITAPIPOCA,POSTO A+ COMERCIO DE COMBUSTIVEIS LTDA,18717475000673,AVENIDA MONSENHOR TABOSA,3199,,JULHO II,62500-001,GASOLINA,2025-12-30,6.61,,R$ / litro,IPIRANGA
NE,CE,IGUATU,I G BEZERRA SOUSA COMBUSTIVEIS LTDA,3929849000213,RUA TREZE DE MAIO,378,,CENTRO,63500-144,GASOLINA,2025-12-30,6.39,,R$ / litro,BRANCA
NE,CE,SOBRAL,MASTER POSTO COMERCIO DE COMBUSTIVEIS LTDA,28335497000118,AVENIDA SENADOR JOSE ERMIRIO DE MORAES,872,,PADRE IBIAPINA,62023-120,GASOLINA,2025-12-30,6.38,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,POSTO RANGEL EIRELI,30158086000146,AVENIDA PADRE CICERO,4444,,SAO JOSE,63024-010,GASOLINA,2025-12-30,6.19,,R$ / litro,BRANCA
NE,CE,IGUATU,JOSE GRASUENE DE ARAUJO LTDA,25147076000256,AVENIDA ALBERICO CAVALCANTE MENDONCA,359,,ALVORADA,63507-683,GASOLINA,2025-12-30,6.39,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,J P PETROLEO LTDA,37878277000121,RUA ZEFERINO PEDRO DOS SANTOS,414,,SAO JOSE,63024-390,GASOLINA,2025-12-30,6.37,,R$ / litro,BRANCA
NE,CE,CRATEUS,L G OLIVEIRA,41405226000150,AVENIDA EDILBERTO FROTA,1452,,FATIMA II,63702-030,GASOLINA,2025-12-31,6.18,,R$ / litro,SP
NE,CE,ICO,COMERCIAL DE PETROLEO PARAIBANO LTDA,5483270000114,AVENIDA MONSENHOR FROTA,673,,NOVO CENTRO,63430-000,GASOLINA,2025-12-31,6.49,,R$ / litro,BRANCA
NE,CE,ICO,POSTO DE COMBUSTIVEIS SENHORA SANTANA I- EIRELI,4931921000129,AVENIDA JOSEFA NOGUEIRA MONTEIRO,1681,TERREO,CENTRO,63430-000,GASOLINA,2025-12-31,6.55,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,MARCIANO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,7053903000422,AVENIDA PADRE CICERO,2506,,CAJUINA SAO GERALDO,63022-115,GASOLINA,2025-12-31,6.19,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,M. T. D. F. PETROLEO LTDA,3312532000152,AVENIDA PADRE CICERO,2200,,SALESIANOS,63050-292,GASOLINA,2025-12-31,6.19,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,SJ -PETROLEO LTDA,3462989000143,AVENIDA VIRGILIO TAVORA,1100,,TIMBAUBA,63028-352,GASOLINA,2025-12-31,6.19,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,MG DERIVADOS DE PETROLEO LTDA,3225783000108,AVENIDA AILTON GOMES,875,,PIRAJA,63020-000,GASOLINA,2025-12-31,6.19,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,M T PETROLEO LTDA,236128000159,AVENIDA GOVERNADOR VIRGILIO TAVORA,S/N,,TIMBAUBA,63028-352,GASOLINA,2025-12-31,6.18,,R$ / litro,BRANCA
NE,CE,CRATEUS,POSTO MENDES COMERCIAL DE COMBUSTIVEIS LTDA,10541988000311,RUA BARAO DO RIO BRANCO,737,,CENTRO,63700-070,GASOLINA,2025-12-31,6.18,,R$ / litro,BRANCA
NE,CE,CRATEUS,POSTO DE COMBUSTIVEL SAO CRISTOVAO LTDA,69714822000130,AVENIDA BENONY MOURAO FILHO,1030,,JOSE ROSA,63707-415,GASOLINA,2025-12-31,5.69,,R$ / litro,BRANCA
NE,CE,ICO,O BARATEIRO COMERCIAL DE COMBUSTIVEIS LTDA,22258301000152,RODOVIA ICO A IGUATU,0,: KM 03;,CONJUNTO GAMA,63430-000,GASOLINA,2025-12-31,6.39,,R$ / litro,BRANCA
NE,CE,CRATEUS,F A LIMA GLP,7783848000426,AVENIDA DOUTOR EDILBERTO FROTA,2130,,FATIMA 2,63700-000,GASOLINA,2025-12-31,6.18,,R$ / litro,RAIZEN
NE,CE,CRATEUS,F C FARIAS ABREU COMBUSTIVEL,28402938000157,AVENIDA EDILBERTO FROTA,2125,,FATIMA II,63702-025,GASOLINA,2025-12-31,6.18,,R$ / litro,BRANCA
NE,CE,ICO,AUTO POSTO BASTOS LTDA,36081045000185,RUA PADRE JOSE ALVES DE MACEDO,1076,,ALTO DOS BASTOS,63430-000,GASOLINA,2025-12-31,6.49,,R$ / litro,BRANCA
NE,CE,ICO,AUTO POSTO DE COMBUSTIVEL GRIGORIO LTDA,34460057000195,RODOVIA CE 282 DE ICO A IGUATU,2098,KM    5,CONJUNTO GAMA,63430-000,GASOLINA,2025-12-31,6.39,,R$ / litro,BRANCA
NE,CE,ICO,FRANCISCO CHARLES LIMA NERI,5368755000329,AVENIDA NOGUEIRA ACIOLY,1345,,CENTRO,63430-000,GASOLINA,2025-12-31,6.45,,R$ / litro,BRANCA
NE,CE,ICO,A . F. DE OLIVEIRA JUNIOR,33656846000133,RUA MONSENHOR FROTA,430,,CENTRO,63430-000,GASOLINA,2025-12-31,6.49,,R$ / litro,VIBRA
NE,CE,ICO,FRANCISCO CHARLES LIMA NERI,5368755000400,RUA PREFEITO ANISIO PEQUENO SAMPAIO,420/A,,CENTRO,63430-000,GASOLINA,2025-12-31,6.45,,R$ / litro,BRANCA
NE,CE,CRATEUS,WQFRANCISCA JANAINA RODRIGUES,20212972000157,AVENIDA EDILBERTO FROTA,4100,RESID. AEROPORTO,PLANALTO,63702-415,GASOLINA,2025-12-31,5.69,,R$ / litro,BRANCA
NE,CE,ICO,JOSE JERONIMO DA SILVA NETO COMBUSTIVEL LTDA,45292694000116,R DES JOSE BASTOS,623,,CENTRO,63430-000,GASOLINA,2025-12-31,6.49,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,CARIRI COMBUSTIVEIS LTDA,48768795000109,AVENIDA GOVERNADOR VIRGILIO TAVORA,1208,,AEROPORTO,63020-735,GASOLINA,2025-12-31,6.19,,R$ / litro,BRANCA
NE,CE,ICO,COMERCIAL DE PETROLEO PARAIBANO LTDA,5483270000114,AVENIDA MONSENHOR FROTA,673,,NOVO CENTRO,63430-000,GASOLINA ADITIVADA,2025-07-01,6.55,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,M D PETROLEO LTDA,86956182000194,AVENIDA PRESIDENTE CASTELO BRANCO,618,,PIRAJA,63034-112,GASOLINA ADITIVADA,2025-07-01,6.65,,R$ / litro,ALE
NE,CE,JUAZEIRO DO NORTE,JUAZEIRO PETROLEO LTDA,35228634000180,AVENIDA CASTELO BRANCO,721,0,ROMEIRÃO,63050-480,GASOLINA ADITIVADA,2025-07-01,6.65,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,MG DERIVADOS DE PETROLEO LTDA,3225783000108,AVENIDA AILTON GOMES,875,,PIRAJA,63020-000,GASOLINA ADITIVADA,2025-07-01,6.6,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,M T D PETROLEO LTDA,719023000150,RUA SAO PAULO,2005,,SANTA TEREZA,63050-316,GASOLINA ADITIVADA,2025-07-01,6.69,,R$ / litro,ALE
NE,CE,LIMOEIRO DO NORTE,NOVO TEMPO COMERCIO DE COMBUSTIVEIS LTDA,8077231000105,RUA SABINO ROBERTO DE FREITAS,2889,,CENTRO,62930-000,GASOLINA ADITIVADA,2025-07-01,6.59,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,BEZERRA E FILHO LTDA,5267406000230,AVENIDA DOM AURELIANO MATOS,2110,,CENTRO,62930-000,GASOLINA ADITIVADA,2025-07-01,6.39,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,BEZERRA E FILHO LTDA,5267406000159,AVENIDA DOM AURELIANO MATOS,1751,CENTRO,CENTRO,62930-000,GASOLINA ADITIVADA,2025-07-01,6.39,,R$ / litro,VIBRA
NE,CE,LIMOEIRO DO NORTE,GURGEL LOBO COMERCIO DE DERIVADOS DE PETROLEO LTDA,2479591000157,RUA CEL. ANTONIO JOAQUIM,1060,,CENTRO,62930-000,GASOLINA ADITIVADA,2025-07-01,6.39,,R$ / litro,BRANCA
NE,CE,IGUATU,AUTO POSTO ICAVEL LTDA,5024942000123,AVENIDA CARLOS ROBERTO COSTA,750,,AREIAS II,63508-120,GASOLINA ADITIVADA,2025-07-01,6.56,,R$ / litro,BRANCA
NE,CE,IGUATU,A ALEXANDRE E COMPANHIA,7014764000428,RUA GUILHERME DE OLIVEIRA,65,,CENTRO,63500-005,GASOLINA ADITIVADA,2025-07-01,6.54,,R$ / litro,VIBRA
NE,CE,IGUATU,A ALEXANDRE E COMPANHIA,7014764000509,RUA CRUZEIRO DO SUL,996,,ALTO DO JUCA,63500-005,GASOLINA ADITIVADA,2025-07-01,6.64,,R$ / litro,VIBRA
NE,CE,LIMOEIRO DO NORTE,COMERCIAL DE PETROLEO SAO MATHEUS LTDA.,7356644000166,AVENIDA DOM AURELIANO MATOS,1472,,CENTRO,62930-000,GASOLINA ADITIVADA,2025-07-01,6.39,,R$ / litro,BRANCA
NE,CE,IGUATU,AUTO POSTO ICAVEL LTDA,5024942000204,RUA DEOCLECIO LIMA VERDE,37,,AREIAS,63500-005,GASOLINA ADITIVADA,2025-07-01,6.56,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,SAO MATHEUS COMERCIAL DE GAS LTDA,10404912000425,RUA DOS EXPEDICIONARIOS,3714,,BOA FE,62930-000,GASOLINA ADITIVADA,2025-07-01,6.38,,R$ / litro,BRANCA
NE,CE,ICO,O BARATEIRO COMERCIAL DE COMBUSTIVEIS LTDA,22258301000152,RODOVIA ICO A IGUATU,0,: KM 03;,CONJUNTO GAMA,63430-000,GASOLINA ADITIVADA,2025-07-01,6.69,,R$ / litro,BRANCA
NE,CE,IGUATU,AIRTON PALACIO DE SOUZA JUNIOR,13408058000200,RUA DOUTOR JOAO PESSOA,832,,CENTRO,63500-023,GASOLINA ADITIVADA,2025-07-01,6.49,,R$ / litro,SP
NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA,27590241000194,RUA CORONEL ALEXANDRINO,1750,,BROTOLNDIA,62930-000,GASOLINA ADITIVADA,2025-07-01,6.39,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,SAO MATHEUS COMERCIAL DE GAS LTDA,10404912000506,RUA ANTONIO RIBEIRO DE CASTRO SILVA,1322,,BOM NOME,62930-000,GASOLINA ADITIVADA,2025-07-01,6.39,,R$ / litro,BRANCA
NE,CE,IGUATU,I G BEZERRA SOUSA COMBUSTIVEIS LTDA,3929849000213,RUA TREZE DE MAIO,378,,CENTRO,63500-144,GASOLINA ADITIVADA,2025-07-01,6.49,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,AUTO POSTO NOVO TEMPO LTDA,27037354000167,RUA CLOVIS ALEXANDRINO,2006,,BROTOLANDIA,62930-000,GASOLINA ADITIVADA,2025-07-01,6.49,,R$ / litro,IPIRANGA
NE,CE,ICO,AUTO POSTO DE COMBUSTIVEL GRIGORIO LTDA,34460057000195,RODOVIA CE 282 DE ICO A IGUATU,2098,KM    5,CONJUNTO GAMA,63430-000,GASOLINA ADITIVADA,2025-07-01,6.69,,R$ / litro,VIBRA
NE,CE,ICO,FRANCISCO CHARLES LIMA NERI,5368755000329,AVENIDA NOGUEIRA ACIOLY,1345,,CENTRO,63430-000,GASOLINA ADITIVADA,2025-07-01,6.45,,R$ / litro,BRANCA
NE,CE,ICO,A . F. DE OLIVEIRA JUNIOR,33656846000133,RUA MONSENHOR FROTA,430,,CENTRO,63430-000,GASOLINA ADITIVADA,2025-07-01,6.79,,R$ / litro,VIBRA
